"","Date","Time","Block","Trial","a","b","c","TimePTri","AccTime","Xpos_cursor","Ypos_cursor","Xpos_dot","Ypos_dot","time"
"1","31-Mar-2020","08:23:24",1,1,2,3,3,0,0,1273,717,1145,612,1
"2","31-Mar-2020","08:23:24",1,1,2,3,3,12.0046,12.8611,1273,717,1144,612,2
"3","31-Mar-2020","08:23:24",1,1,2,3,3,12.2012,26.3544,1273,717,1127,612,3
"4","31-Mar-2020","08:23:24",1,1,2,3,3,12.8848,39.6328,1273,717,1111,612,4
"5","31-Mar-2020","08:23:24",1,1,2,3,3,12.8643,52.7618,1273,717,1091,612,5
"6","31-Mar-2020","08:23:24",1,1,2,3,3,13.7474,67.1976,1273,717,1069,612,6
"7","31-Mar-2020","08:23:24",1,1,2,3,3,10.9203,79.2994,1273,717,1046,612,7
"8","31-Mar-2020","08:23:24",1,1,2,3,3,13.2669,92.5906,1273,717,1028,612,8
"9","31-Mar-2020","08:23:24",1,1,2,3,3,13.3095,105.9255,1273,717,1005,612,9
"10","31-Mar-2020","08:23:24",1,1,2,3,3,13.3493,119.2998,1273,717,982,612,10
"11","31-Mar-2020","08:23:24",1,1,2,3,3,13.2649,132.5891,1273,717,959,612,11
"12","31-Mar-2020","08:23:24",1,1,2,3,3,13.3038,145.917,1273,717,936,612,12
"13","31-Mar-2020","08:23:24",1,1,2,3,3,13.3397,159.2814,1273,717,914,612,13
"14","31-Mar-2020","08:23:24",1,1,2,3,3,13.2771,172.5832,1273,717,892,612,14
"15","31-Mar-2020","08:23:24",1,1,2,3,3,13.3095,185.9184,1273,717,871,612,15
"16","31-Mar-2020","08:23:24",1,1,2,3,3,13.3525,199.2956,1273,717,850,612,16
"17","31-Mar-2020","08:23:24",1,1,2,3,3,13.2592,212.5798,1273,717,831,612,17
"18","31-Mar-2020","08:23:24",1,1,2,3,3,13.3089,225.9137,1273,717,813,612,18
"19","31-Mar-2020","08:23:24",1,1,2,3,3,13.3381,239.2768,1273,717,796,612,19
"20","31-Mar-2020","08:23:24",1,1,2,3,3,13.2646,252.5796,1273,717,780,612,20
"21","31-Mar-2020","08:23:24",1,1,2,3,3,13.4276,266.0367,1273,717,766,612,21
"22","31-Mar-2020","08:23:24",1,1,2,3,3,13.3467,279.4621,1273,717,753,612,22
"23","31-Mar-2020","08:23:24",1,1,2,3,3,13.1055,292.599,1273,717,742,612,23
"24","31-Mar-2020","08:23:24",1,1,2,3,3,13.2929,305.9204,1273,717,732,612,24
"25","31-Mar-2020","08:23:24",1,1,2,3,3,13.2993,319.247,1272,717,724,612,25
"26","31-Mar-2020","08:23:24",1,1,2,3,3,13.3695,332.6431,1261,715,717,612,26
"27","31-Mar-2020","08:23:24",1,1,2,3,3,13.2431,345.9125,1233,713,712,612,27
"28","31-Mar-2020","08:23:24",1,1,2,3,3,13.3467,359.2862,1204,715,708,612,28
"29","31-Mar-2020","08:23:24",1,1,2,3,3,13.3352,372.6631,1177,721,705,612,29
"30","31-Mar-2020","08:23:24",1,1,2,3,3,13.3281,386.0217,1142,727,703,612,30
"31","31-Mar-2020","08:23:24",1,1,2,3,3,13.2698,399.3233,1093,733,703,612,31
"32","31-Mar-2020","08:23:24",1,1,2,3,3,13.2691,412.6222,1034,743,704,612,32
"33","31-Mar-2020","08:23:24",1,1,2,3,3,13.2611,425.9099,984,758,705,612,33
"34","31-Mar-2020","08:23:24",1,1,2,3,3,13.3346,439.2702,956,769,708,612,34
"35","31-Mar-2020","08:23:24",1,1,2,3,3,13.2762,452.5726,939,775,711,612,35
"36","31-Mar-2020","08:23:24",1,1,2,3,3,13.2993,465.8982,932,776,716,612,36
"37","31-Mar-2020","08:23:24",1,1,2,3,3,13.3384,479.2745,932,776,720,612,37
"38","31-Mar-2020","08:23:24",1,1,2,3,3,13.2614,492.5625,932,776,726,612,38
"39","31-Mar-2020","08:23:24",1,1,2,3,3,13.3108,505.9,932,776,731,612,39
"40","31-Mar-2020","08:23:24",1,1,2,3,3,13.339,519.2659,932,776,737,612,40
"41","31-Mar-2020","08:23:24",1,1,2,3,3,13.271,532.5636,932,776,744,612,41
"42","31-Mar-2020","08:23:24",1,1,2,3,3,13.3102,545.9007,929,776,750,612,42
"43","31-Mar-2020","08:23:24",1,1,2,3,3,13.3365,559.2638,924,776,756,612,43
"44","31-Mar-2020","08:23:24",1,1,2,3,3,13.3368,572.6273,918,776,763,612,44
"45","31-Mar-2020","08:23:24",1,1,2,3,3,13.2447,585.8986,907,775,769,612,45
"46","31-Mar-2020","08:23:24",1,1,2,3,3,13.3365,599.2627,895,773,775,612,46
"47","31-Mar-2020","08:23:24",1,1,2,3,3,13.3147,612.6043,884,772,781,612,47
"48","31-Mar-2020","08:23:24",1,1,2,3,3,13.263,625.8946,875,770,788,612,48
"49","31-Mar-2020","08:23:24",1,1,2,3,3,13.3621,639.2859,871,769,795,612,49
"50","31-Mar-2020","08:23:24",1,1,2,3,3,13.2996,652.6138,868,768,802,612,50
"51","31-Mar-2020","08:23:24",1,1,2,3,3,13.2489,665.8906,867,767,809,612,51
"52","31-Mar-2020","08:23:24",1,1,2,3,3,13.3034,679.221,867,767,817,612,52
"53","31-Mar-2020","08:23:24",1,1,2,3,3,13.3047,692.5529,867,767,824,612,53
"54","31-Mar-2020","08:23:24",1,1,2,3,3,13.3076,705.8869,867,766,832,612,54
"55","31-Mar-2020","08:23:24",1,1,2,3,3,13.34,719.2532,869,765,840,612,55
"56","31-Mar-2020","08:23:24",1,1,2,3,3,13.3342,732.6137,874,765,847,612,56
"57","31-Mar-2020","08:23:24",1,1,2,3,3,13.2418,745.8819,881,762,855,612,57
"58","31-Mar-2020","08:23:24",1,1,2,3,3,13.341,759.2623,889,760,863,612,58
"59","31-Mar-2020","08:23:24",1,1,2,3,3,13.3124,772.602,896,758,871,612,59
"60","31-Mar-2020","08:23:24",1,1,2,3,3,13.2572,785.8865,902,755,878,612,60
"61","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,799.2169,903,754,885,612,61
"62","31-Mar-2020","08:23:24",1,1,2,3,3,13.297,812.5405,903,754,892,612,62
"63","31-Mar-2020","08:23:24",1,1,2,3,3,13.3041,825.8706,903,754,899,612,63
"64","31-Mar-2020","08:23:24",1,1,2,3,3,13.3477,839.244,903,754,906,612,64
"65","31-Mar-2020","08:23:24",1,1,2,3,3,13.2694,852.5407,903,754,912,612,65
"66","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,865.8727,903,753,918,612,66
"67","31-Mar-2020","08:23:24",1,1,2,3,3,13.3102,879.2088,905,753,924,612,67
"68","31-Mar-2020","08:23:24",1,1,2,3,3,13.3923,892.6274,908,752,929,612,68
"69","31-Mar-2020","08:23:24",1,1,2,3,3,53.2237,945.8784,912,750,933,612,69
"70","31-Mar-2020","08:23:24",1,1,2,3,3,13.3012,959.2072,939,747,947,612,70
"71","31-Mar-2020","08:23:24",1,1,2,3,3,13.3759,972.6216,949,746,949,612,71
"72","31-Mar-2020","08:23:24",1,1,2,3,3,13.298,985.9498,962,746,951,612,72
"73","31-Mar-2020","08:23:24",1,1,2,3,3,13.2919,999.2721,972,745,952,612,73
"74","31-Mar-2020","08:23:24",1,1,2,3,3,13.2903,1012.5916,980,744,952,612,74
"75","31-Mar-2020","08:23:24",1,1,2,3,3,13.2454,1025.8646,987,742,952,612,75
"76","31-Mar-2020","08:23:24",1,1,2,3,3,13.3192,1039.2229,993,739,950,612,76
"77","31-Mar-2020","08:23:24",1,1,2,3,3,13.2733,1052.5221,997,737,949,612,77
"78","31-Mar-2020","08:23:24",1,1,2,3,3,13.3086,1065.8573,998,735,946,612,78
"79","31-Mar-2020","08:23:24",1,1,2,3,3,13.3294,1079.2131,1000,734,943,612,79
"80","31-Mar-2020","08:23:24",1,1,2,3,3,13.271,1092.5229,1000,732,939,612,80
"81","31-Mar-2020","08:23:24",1,1,2,3,3,13.3066,1105.8559,1000,732,934,612,81
"82","31-Mar-2020","08:23:24",1,1,2,3,3,13.3182,1119.2007,1000,732,929,612,82
"83","31-Mar-2020","08:23:24",1,1,2,3,3,13.35,1132.5885,1000,732,923,612,83
"84","31-Mar-2020","08:23:24",1,1,2,3,3,13.2444,1145.8592,999,732,916,612,84
"85","31-Mar-2020","08:23:24",1,1,2,3,3,13.316,1159.2153,995,732,908,612,85
"86","31-Mar-2020","08:23:24",1,1,2,3,3,13.2746,1172.5161,990,732,899,612,86
"87","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,1185.8465,988,732,890,612,87
"88","31-Mar-2020","08:23:24",1,1,2,3,3,13.3092,1199.2016,988,732,880,612,88
"89","31-Mar-2020","08:23:24",1,1,2,3,3,13.2556,1212.5118,987,732,869,612,89
"90","31-Mar-2020","08:23:24",1,1,2,3,3,13.3073,1225.8444,987,732,858,612,90
"91","31-Mar-2020","08:23:24",1,1,2,3,3,13.3317,1239.2024,985,731,846,612,91
"92","31-Mar-2020","08:23:24",1,1,2,3,3,13.3099,1252.5774,981,730,832,612,92
"93","31-Mar-2020","08:23:24",1,1,2,3,3,13.2444,1265.8468,973,729,819,612,93
"94","31-Mar-2020","08:23:24",1,1,2,3,3,13.3342,1279.2212,963,729,804,612,94
"95","31-Mar-2020","08:23:24",1,1,2,3,3,13.3153,1292.5766,953,729,789,612,95
"96","31-Mar-2020","08:23:24",1,1,2,3,3,13.2569,1305.8614,943,729,774,612,96
"97","31-Mar-2020","08:23:24",1,1,2,3,3,13.3172,1319.2194,933,729,757,612,97
"98","31-Mar-2020","08:23:24",1,1,2,3,3,13.3102,1332.5703,923,729,740,612,98
"99","31-Mar-2020","08:23:24",1,1,2,3,3,13.2457,1345.8429,911,730,723,612,99
"100","31-Mar-2020","08:23:24",1,1,2,3,3,13.3349,1359.2067,899,732,705,612,100
"101","31-Mar-2020","08:23:24",1,1,2,3,3,13.3474,1372.582,883,733,686,612,101
"102","31-Mar-2020","08:23:24",1,1,2,3,3,13.2274,1385.8357,867,736,667,612,102
"103","31-Mar-2020","08:23:24",1,1,2,3,3,13.5248,1399.3903,857,739,648,612,103
"104","31-Mar-2020","08:23:24",1,1,2,3,3,13.1238,1412.5449,850,740,628,612,104
"105","31-Mar-2020","08:23:24",1,1,2,3,3,13.2649,1425.8387,843,742,608,612,105
"106","31-Mar-2020","08:23:24",1,1,2,3,3,13.4629,1439.3366,835,742,588,612,106
"107","31-Mar-2020","08:23:24",1,1,2,3,3,13.1748,1452.564,827,743,568,612,107
"108","31-Mar-2020","08:23:24",1,1,2,3,3,13.3275,1465.954,811,745,547,612,108
"109","31-Mar-2020","08:23:24",1,1,2,3,3,13.2338,1479.2299,788,746,527,612,109
"110","31-Mar-2020","08:23:24",1,1,2,3,3,13.2569,1492.5372,760,748,507,612,110
"111","31-Mar-2020","08:23:24",1,1,2,3,3,13.2589,1505.8374,731,749,486,612,111
"112","31-Mar-2020","08:23:24",1,1,2,3,3,13.3006,1519.1662,706,751,466,612,112
"113","31-Mar-2020","08:23:24",1,1,2,3,3,13.3326,1532.5434,682,751,447,612,113
"114","31-Mar-2020","08:23:24",1,1,2,3,3,13.2454,1545.8282,659,752,427,612,114
"115","31-Mar-2020","08:23:24",1,1,2,3,3,13.3086,1559.1833,640,753,408,612,115
"116","31-Mar-2020","08:23:24",1,1,2,3,3,13.3201,1572.5698,621,753,390,612,116
"117","31-Mar-2020","08:23:24",1,1,2,3,3,13.2268,1585.8232,603,755,373,612,117
"118","31-Mar-2020","08:23:24",1,1,2,3,3,13.3057,1599.1572,594,756,356,612,118
"119","31-Mar-2020","08:23:24",1,1,2,3,3,13.3339,1612.5325,590,757,341,612,119
"120","31-Mar-2020","08:23:24",1,1,2,3,3,13.2473,1625.8205,588,757,326,612,120
"121","31-Mar-2020","08:23:24",1,1,2,3,3,13.3211,1639.1698,585,758,312,612,121
"122","31-Mar-2020","08:23:24",1,1,2,3,3,13.3172,1652.5313,578,759,300,612,122
"123","31-Mar-2020","08:23:24",1,1,2,3,3,13.2463,1665.8168,565,761,290,612,123
"124","31-Mar-2020","08:23:24",1,1,2,3,3,13.3134,1679.1571,545,763,281,612,124
"125","31-Mar-2020","08:23:24",1,1,2,3,3,13.3301,1692.5305,517,764,273,612,125
"126","31-Mar-2020","08:23:24",1,1,2,3,3,13.2444,1705.8163,492,765,267,612,126
"127","31-Mar-2020","08:23:24",1,1,2,3,3,13.4087,1719.2551,474,765,264,612,127
"128","31-Mar-2020","08:23:24",1,1,2,3,3,13.2021,1732.4864,463,765,262,612,128
"129","31-Mar-2020","08:23:24",1,1,2,3,3,13.3038,1745.8177,459,765,262,612,129
"130","31-Mar-2020","08:23:24",1,1,2,3,3,13.3002,1759.1455,456,765,264,612,130
"131","31-Mar-2020","08:23:24",1,1,2,3,3,13.3179,1772.5228,452,766,269,612,131
"132","31-Mar-2020","08:23:24",1,1,2,3,3,13.2418,1785.8047,445,768,275,612,132
"133","31-Mar-2020","08:23:24",1,1,2,3,3,13.315,1799.1466,435,770,284,612,133
"134","31-Mar-2020","08:23:24",1,1,2,3,3,13.322,1812.5142,426,771,295,612,134
"135","31-Mar-2020","08:23:24",1,1,2,3,3,13.2358,1825.8042,416,773,308,612,135
"136","31-Mar-2020","08:23:24",1,1,2,3,3,13.3137,1839.1445,404,774,323,612,136
"137","31-Mar-2020","08:23:24",1,1,2,3,3,13.2948,1852.4861,391,775,341,612,137
"138","31-Mar-2020","08:23:24",1,1,2,3,3,13.2742,1865.8047,375,776,360,612,138
"139","31-Mar-2020","08:23:24",1,1,2,3,3,13.307,1879.1376,364,778,380,612,139
"140","31-Mar-2020","08:23:24",1,1,2,3,3,13.3188,1892.5007,359,779,403,612,140
"141","31-Mar-2020","08:23:24",1,1,2,3,3,13.2457,1905.8022,361,779,427,612,141
"142","31-Mar-2020","08:23:24",1,1,2,3,3,13.3018,1919.132,371,780,452,612,142
"143","31-Mar-2020","08:23:24",1,1,2,3,3,13.3038,1932.4977,395,780,479,612,143
"144","31-Mar-2020","08:23:24",1,1,2,3,3,13.2431,1945.796,428,780,506,612,144
"145","31-Mar-2020","08:23:24",1,1,2,3,3,13.4087,1959.2338,460,779,534,612,145
"146","31-Mar-2020","08:23:24",1,1,2,3,3,13.2694,1972.5462,498,776,563,612,146
"147","31-Mar-2020","08:23:24",1,1,2,3,3,13.2168,1985.7903,548,773,592,612,147
"148","31-Mar-2020","08:23:24",1,1,2,3,3,13.3108,1999.1291,610,768,621,612,148
"149","31-Mar-2020","08:23:24",1,1,2,3,3,13.3066,2012.4979,682,763,650,612,149
"150","31-Mar-2020","08:23:24",1,1,2,3,3,13.2402,2025.794,742,760,678,612,150
"151","31-Mar-2020","08:23:24",1,1,2,3,3,13.3073,2039.1289,784,758,705,612,151
"152","31-Mar-2020","08:23:24",1,1,2,3,3,13.2986,2052.4718,815,758,732,612,152
"153","31-Mar-2020","08:23:24",1,1,2,3,3,13.2669,2065.7996,836,758,757,612,153
"154","31-Mar-2020","08:23:24",1,1,2,3,3,13.2961,2079.1229,846,758,780,612,154
"155","31-Mar-2020","08:23:24",1,1,2,3,3,13.2858,2092.452,853,759,803,612,155
"156","31-Mar-2020","08:23:24",1,1,2,3,3,13.3166,2105.7959,854,759,823,612,156
"157","31-Mar-2020","08:23:24",1,1,2,3,3,13.2874,2119.1106,854,759,841,612,157
"158","31-Mar-2020","08:23:24",1,1,2,3,3,13.3249,2132.4782,854,759,857,612,158
"159","31-Mar-2020","08:23:24",1,1,2,3,3,13.2341,2145.7819,857,759,870,612,159
"160","31-Mar-2020","08:23:24",1,1,2,3,3,13.3076,2159.1174,861,759,881,612,160
"161","31-Mar-2020","08:23:24",1,1,2,3,3,13.3564,2172.5139,869,758,890,612,161
"162","31-Mar-2020","08:23:24",1,1,2,3,3,13.2332,2185.7878,882,756,896,612,162
"163","31-Mar-2020","08:23:24",1,1,2,3,3,13.3066,2199.1227,899,754,899,612,163
"164","31-Mar-2020","08:23:24",1,1,2,3,3,13.3018,2212.473,921,751,899,612,164
"165","31-Mar-2020","08:23:24",1,1,2,3,3,13.2589,2225.7783,946,747,897,612,165
"166","31-Mar-2020","08:23:24",1,1,2,3,3,13.3041,2239.1094,966,744,892,612,166
"167","31-Mar-2020","08:23:24",1,1,2,3,3,13.3214,2252.4613,983,743,885,612,167
"168","31-Mar-2020","08:23:24",1,1,2,3,3,13.2528,2265.7759,994,742,876,612,168
"169","31-Mar-2020","08:23:24",1,1,2,3,3,13.4269,2279.2321,998,742,864,612,169
"170","31-Mar-2020","08:23:24",1,1,2,3,3,13.2829,2292.5451,998,742,850,612,170
"171","31-Mar-2020","08:23:24",1,1,2,3,3,13.1992,2305.7719,998,742,834,612,171
"172","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,2319.1029,994,742,816,612,172
"173","31-Mar-2020","08:23:24",1,1,2,3,3,13.3304,2332.4866,986,743,797,612,173
"174","31-Mar-2020","08:23:24",1,1,2,3,3,13.2319,2345.7752,967,745,776,612,174
"175","31-Mar-2020","08:23:24",1,1,2,3,3,13.3063,2359.1111,933,748,755,612,175
"176","31-Mar-2020","08:23:24",1,1,2,3,3,13.2929,2372.4857,879,750,733,612,176
"177","31-Mar-2020","08:23:24",1,1,2,3,3,13.2194,2385.7613,801,752,710,612,177
"178","31-Mar-2020","08:23:24",1,1,2,3,3,13.3208,2399.1099,727,753,688,612,178
"179","31-Mar-2020","08:23:24",1,1,2,3,3,13.2973,2412.4525,646,753,665,612,179
"180","31-Mar-2020","08:23:24",1,1,2,3,3,13.2826,2425.7621,552,754,642,612,180
"181","31-Mar-2020","08:23:24",1,1,2,3,3,13.3073,2439.0966,462,757,621,612,181
"182","31-Mar-2020","08:23:24",1,1,2,3,3,13.3018,2452.4267,370,762,600,612,182
"183","31-Mar-2020","08:23:24",1,1,2,3,3,13.272,2465.7667,280,771,580,612,183
"184","31-Mar-2020","08:23:24",1,1,2,3,3,13.3012,2479.0948,216,778,562,612,184
"185","31-Mar-2020","08:23:24",1,1,2,3,3,13.3025,2492.4255,163,785,545,612,185
"186","31-Mar-2020","08:23:24",1,1,2,3,3,13.2896,2505.7607,122,789,531,612,186
"187","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,2519.0921,93,792,518,612,187
"188","31-Mar-2020","08:23:24",1,1,2,3,3,13.3047,2532.4388,74,794,508,612,188
"189","31-Mar-2020","08:23:24",1,1,2,3,3,13.2656,2545.7567,61,797,499,612,189
"190","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,2559.0884,56,797,494,612,190
"191","31-Mar-2020","08:23:24",1,1,2,3,3,13.3038,2572.4204,56,797,491,612,191
"192","31-Mar-2020","08:23:24",1,1,2,3,3,13.3054,2585.753,56,797,491,612,192
"193","31-Mar-2020","08:23:24",1,1,2,3,3,13.3076,2599.0875,58,797,493,612,193
"194","31-Mar-2020","08:23:24",1,1,2,3,3,13.3057,2612.4388,63,794,498,612,194
"195","31-Mar-2020","08:23:24",1,1,2,3,3,13.2467,2625.7502,67,791,506,612,195
"196","31-Mar-2020","08:23:24",1,1,2,3,3,13.3208,2639.0992,71,789,517,612,196
"197","31-Mar-2020","08:23:24",1,1,2,3,3,13.2675,2652.4293,75,787,530,612,197
"198","31-Mar-2020","08:23:24",1,1,2,3,3,13.2871,2665.7449,83,786,546,612,198
"199","31-Mar-2020","08:23:24",1,1,2,3,3,15.2394,2681.0122,95,784,563,612,199
"200","31-Mar-2020","08:23:24",1,1,2,3,3,11.3713,2692.4285,108,782,587,612,200
"201","31-Mar-2020","08:23:24",1,1,2,3,3,13.2656,2705.7451,134,780,606,612,201
"202","31-Mar-2020","08:23:24",1,1,2,3,3,13.3403,2719.1297,158,779,631,612,202
"203","31-Mar-2020","08:23:24",1,1,2,3,3,13.238,2732.4075,182,778,657,612,203
"204","31-Mar-2020","08:23:24",1,1,2,3,3,13.2694,2745.7439,205,778,685,612,204
"205","31-Mar-2020","08:23:24",1,1,2,3,3,13.3243,2759.0958,233,778,713,612,205
"206","31-Mar-2020","08:23:24",1,1,2,3,3,13.2617,2772.4047,276,778,744,612,206
"207","31-Mar-2020","08:23:24",1,1,2,3,3,13.237,2785.7357,347,778,774,612,207
"208","31-Mar-2020","08:23:24",1,1,2,3,3,13.3047,2799.0668,425,776,806,612,208
"209","31-Mar-2020","08:23:24",1,1,2,3,3,13.3224,2812.4324,510,772,837,612,209
"210","31-Mar-2020","08:23:24",1,1,2,3,3,13.2374,2825.7339,611,767,869,612,210
"211","31-Mar-2020","08:23:24",1,1,2,3,3,13.3086,2839.0688,720,759,901,612,211
"212","31-Mar-2020","08:23:24",1,1,2,3,3,13.3018,2852.3963,838,751,932,612,212
"213","31-Mar-2020","08:23:24",1,1,2,3,3,13.2948,2865.7341,965,738,963,612,213
"214","31-Mar-2020","08:23:24",1,1,2,3,3,13.3022,2879.0632,1055,733,992,612,214
"215","31-Mar-2020","08:23:24",1,1,2,3,3,13.3204,2892.4632,1110,730,1020,612,215
"216","31-Mar-2020","08:23:24",1,1,2,3,3,53.2131,2945.7312,1142,728,1047,612,216
"217","31-Mar-2020","08:23:24",1,1,2,3,3,13.3099,2959.0683,1192,728,1137,612,217
"218","31-Mar-2020","08:23:24",1,1,2,3,3,13.2999,2972.3971,1210,727,1155,612,218
"219","31-Mar-2020","08:23:24",1,1,2,3,3,13.2171,2985.7259,1228,726,1170,612,219
"220","31-Mar-2020","08:23:24",1,1,2,3,3,13.3002,2999.0534,1234,725,1182,612,220
"221","31-Mar-2020","08:23:24",1,1,2,3,3,13.3089,3012.3895,1236,725,1192,612,221
"222","31-Mar-2020","08:23:24",1,1,2,3,3,13.2852,3025.7215,1236,724,1200,612,222
"223","31-Mar-2020","08:23:24",1,1,2,3,3,13.3022,3039.0503,1233,724,1205,612,223
"224","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,3052.3813,1228,723,1207,612,224
"225","31-Mar-2020","08:23:24",1,1,2,3,3,13.2925,3065.7168,1223,721,1207,612,225
"226","31-Mar-2020","08:23:24",1,1,2,3,3,13.3034,3079.0466,1213,720,1205,612,226
"227","31-Mar-2020","08:23:24",1,1,2,3,3,13.3063,3092.3792,1191,720,1200,612,227
"228","31-Mar-2020","08:23:24",1,1,2,3,3,13.3066,3105.7128,1153,720,1192,612,228
"229","31-Mar-2020","08:23:24",1,1,2,3,3,13.3137,3119.0541,1106,721,1182,612,229
"230","31-Mar-2020","08:23:24",1,1,2,3,3,13.2951,3132.3768,1054,724,1170,612,230
"231","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,3145.7088,1001,728,1156,612,231
"232","31-Mar-2020","08:23:24",1,1,2,3,3,13.3102,3159.0456,953,731,1141,612,232
"233","31-Mar-2020","08:23:24",1,1,2,3,3,13.2993,3172.3718,907,735,1123,612,233
"234","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,3185.7028,864,739,1104,612,234
"235","31-Mar-2020","08:23:24",1,1,2,3,3,13.3089,3199.038,823,744,1084,612,235
"236","31-Mar-2020","08:23:24",1,1,2,3,3,13.3073,3212.3719,786,749,1063,612,236
"237","31-Mar-2020","08:23:24",1,1,2,3,3,13.307,3225.7062,756,752,1041,612,237
"238","31-Mar-2020","08:23:24",1,1,2,3,3,13.3025,3239.0366,736,753,1018,612,238
"239","31-Mar-2020","08:23:24",1,1,2,3,3,13.3127,3252.3772,726,752,995,612,239
"240","31-Mar-2020","08:23:24",1,1,2,3,3,13.2964,3265.7002,723,751,971,612,240
"241","31-Mar-2020","08:23:24",1,1,2,3,3,13.3041,3279.0303,723,750,948,612,241
"242","31-Mar-2020","08:23:24",1,1,2,3,3,13.3063,3292.3636,723,750,925,612,242
"243","31-Mar-2020","08:23:24",1,1,2,3,3,13.3083,3305.6975,724,749,903,612,243
"244","31-Mar-2020","08:23:24",1,1,2,3,3,13.3089,3319.0327,724,749,881,612,244
"245","31-Mar-2020","08:23:24",1,1,2,3,3,13.3063,3332.3653,719,747,860,612,245
"246","31-Mar-2020","08:23:24",1,1,2,3,3,13.3034,3345.6947,709,747,840,612,246
"247","31-Mar-2020","08:23:24",1,1,2,3,3,13.3127,3359.0344,699,746,822,612,247
"248","31-Mar-2020","08:23:24",1,1,2,3,3,13.3009,3372.3616,688,746,806,612,248
"249","31-Mar-2020","08:23:24",1,1,2,3,3,13.3038,3385.691,678,746,791,612,249
"250","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,3399.0224,670,747,779,612,250
"251","31-Mar-2020","08:23:24",1,1,2,3,3,13.3079,3412.3566,670,747,769,612,251
"252","31-Mar-2020","08:23:24",1,1,2,3,3,13.3025,3425.686,670,747,761,612,252
"253","31-Mar-2020","08:23:24",1,1,2,3,3,13.3006,3439.0132,670,747,756,612,253
"254","31-Mar-2020","08:23:24",1,1,2,3,3,13.3134,3452.3519,670,747,754,612,254
"255","31-Mar-2020","08:23:24",1,1,2,3,3,13.3092,3465.6871,670,747,755,612,255
"256","31-Mar-2020","08:23:24",1,1,2,3,3,13.3121,3479.0259,671,747,758,612,256
"257","31-Mar-2020","08:23:24",1,1,2,3,3,13.2986,3492.3505,672,747,764,612,257
"258","31-Mar-2020","08:23:24",1,1,2,3,3,13.3076,3505.685,673,747,773,612,258
"259","31-Mar-2020","08:23:24",1,1,2,3,3,13.305,3519.017,674,746,785,612,259
"260","31-Mar-2020","08:23:24",1,1,2,3,3,13.3028,3532.3461,674,746,799,612,260
"261","31-Mar-2020","08:23:24",1,1,2,3,3,13.3118,3545.6842,676,746,816,612,261
"262","31-Mar-2020","08:23:24",1,1,2,3,3,13.3063,3559.0172,678,746,836,612,262
"263","31-Mar-2020","08:23:24",1,1,2,3,3,13.3066,3572.3507,681,746,857,612,263
"264","31-Mar-2020","08:23:24",1,1,2,3,3,13.2983,3585.676,685,746,880,612,264
"265","31-Mar-2020","08:23:24",1,1,2,3,3,13.3102,3599.0125,694,746,905,612,265
"266","31-Mar-2020","08:23:24",1,1,2,3,3,13.3079,3612.347,709,747,932,612,266
"267","31-Mar-2020","08:23:24",1,1,2,3,3,13.3044,3625.6781,738,750,959,612,267
"268","31-Mar-2020","08:23:24",1,1,2,3,3,13.3301,3639.0357,783,750,987,612,268
"269","31-Mar-2020","08:23:24",1,1,2,3,3,13.2797,3652.344,846,750,1016,612,269
"270","31-Mar-2020","08:23:24",1,1,2,3,3,13.3047,3665.6769,916,749,1045,612,270
"271","31-Mar-2020","08:23:24",1,1,2,3,3,13.3054,3679.0092,983,746,1074,612,271
"272","31-Mar-2020","08:23:24",1,1,2,3,3,13.3115,3692.348,1038,743,1103,612,272
"273","31-Mar-2020","08:23:24",1,1,2,3,3,13.3108,3705.686,1093,741,1131,612,273
"274","31-Mar-2020","08:23:24",1,1,2,3,3,13.2912,3719.0055,1145,738,1158,612,274
"275","31-Mar-2020","08:23:24",1,1,2,3,3,13.3041,3732.3359,1183,735,1184,612,275
"276","31-Mar-2020","08:23:24",1,1,2,3,3,13.3108,3745.6737,1216,732,1209,612,276
"277","31-Mar-2020","08:23:24",1,1,2,3,3,13.3009,3759.0015,1252,729,1232,612,277
"278","31-Mar-2020","08:23:24",1,1,2,3,3,13.3015,3772.3293,1283,726,1254,612,278
"279","31-Mar-2020","08:23:24",1,1,2,3,3,13.3169,3785.6735,1311,725,1274,612,279
"280","31-Mar-2020","08:23:24",1,1,2,3,3,13.2977,3798.9975,1339,724,1292,612,280
"281","31-Mar-2020","08:23:24",1,1,2,3,3,13.3089,3812.333,1359,724,1308,612,281
"282","31-Mar-2020","08:23:24",1,1,2,3,3,13.3018,3825.6611,1373,724,1321,612,282
"283","31-Mar-2020","08:23:24",1,1,2,3,3,13.3073,3838.9957,1383,725,1333,612,283
"284","31-Mar-2020","08:23:24",1,1,2,3,3,13.3015,3852.3235,1388,725,1343,612,284
