"","Date","Time","Block","Trial","a","b","c","Xpos_cursor","Ypos_cursor","Xpos_dot","Ypos_dot","time"
"1","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1398,551,1
"2","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1401,551,2
"3","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1430,551,3
"4","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1456,551,4
"5","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1477,551,5
"6","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1493,551,6
"7","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1502,551,7
"8","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1503,551,8
"9","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1498,551,9
"10","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1485,551,10
"11","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1464,551,11
"12","03-Mar-2020","14:05:36",1,1,1,2,5,1398,648,1436,551,12
"13","03-Mar-2020","14:05:36",1,1,1,2,5,1392,648,1400,551,13
"14","03-Mar-2020","14:05:36",1,1,1,2,5,1389,648,1358,551,14
"15","03-Mar-2020","14:05:36",1,1,1,2,5,1387,650,1309,551,15
"16","03-Mar-2020","14:05:36",1,1,1,2,5,1385,651,1254,551,16
"17","03-Mar-2020","14:05:36",1,1,1,2,5,1383,651,1194,551,17
"18","03-Mar-2020","14:05:36",1,1,1,2,5,1383,651,1130,551,18
"19","03-Mar-2020","14:05:36",1,1,1,2,5,1383,651,1064,551,19
"20","03-Mar-2020","14:05:36",1,1,1,2,5,1388,651,994,551,20
"21","03-Mar-2020","14:05:36",1,1,1,2,5,1397,649,925,551,21
"22","03-Mar-2020","14:05:36",1,1,1,2,5,1417,648,856,551,22
"23","03-Mar-2020","14:05:36",1,1,1,2,5,1428,647,787,551,23
"24","03-Mar-2020","14:05:36",1,1,1,2,5,1429,647,722,551,24
"25","03-Mar-2020","14:05:36",1,1,1,2,5,1429,647,661,551,25
"26","03-Mar-2020","14:05:36",1,1,1,2,5,1410,645,604,551,26
"27","03-Mar-2020","14:05:36",1,1,1,2,5,1346,637,554,551,27
"28","03-Mar-2020","14:05:36",1,1,1,2,5,1169,616,511,551,28
"29","03-Mar-2020","14:05:36",1,1,1,2,5,965,611,475,551,29
"30","03-Mar-2020","14:05:36",1,1,1,2,5,881,603,446,551,30
"31","03-Mar-2020","14:05:36",1,1,1,2,5,813,597,426,551,31
"32","03-Mar-2020","14:05:36",1,1,1,2,5,781,597,414,551,32
"33","03-Mar-2020","14:05:36",1,1,1,2,5,768,597,411,551,33
"34","03-Mar-2020","14:05:36",1,1,1,2,5,760,599,416,551,34
"35","03-Mar-2020","14:05:36",1,1,1,2,5,754,600,428,551,35
"36","03-Mar-2020","14:05:36",1,1,1,2,5,748,602,449,551,36
"37","03-Mar-2020","14:05:36",1,1,1,2,5,740,603,475,551,37
"38","03-Mar-2020","14:05:36",1,1,1,2,5,722,605,507,551,38
"39","03-Mar-2020","14:05:36",1,1,1,2,5,690,605,544,551,39
"40","03-Mar-2020","14:05:36",1,1,1,2,5,668,601,585,551,40
"41","03-Mar-2020","14:05:36",1,1,1,2,5,654,601,629,551,41
"42","03-Mar-2020","14:05:36",1,1,1,2,5,653,601,674,551,42
"43","03-Mar-2020","14:05:36",1,1,1,2,5,653,601,719,551,43
"44","03-Mar-2020","14:05:36",1,1,1,2,5,653,601,763,551,44
"45","03-Mar-2020","14:05:36",1,1,1,2,5,653,601,805,551,45
"46","03-Mar-2020","14:05:36",1,1,1,2,5,654,601,844,551,46
"47","03-Mar-2020","14:05:36",1,1,1,2,5,683,604,879,551,47
"48","03-Mar-2020","14:05:36",1,1,1,2,5,788,611,909,551,48
"49","03-Mar-2020","14:05:36",1,1,1,2,5,959,621,933,551,49
"50","03-Mar-2020","14:05:36",1,1,1,2,5,1066,625,951,551,50
"51","03-Mar-2020","14:05:36",1,1,1,2,5,1205,638,963,551,51
"52","03-Mar-2020","14:05:36",1,1,1,2,5,1277,654,968,551,52
"53","03-Mar-2020","14:05:36",1,1,1,2,5,1293,657,966,551,53
"54","03-Mar-2020","14:05:36",1,1,1,2,5,1293,658,958,551,54
"55","03-Mar-2020","14:05:36",1,1,1,2,5,1274,658,944,551,55
"56","03-Mar-2020","14:05:36",1,1,1,2,5,1240,654,924,551,56
"57","03-Mar-2020","14:05:36",1,1,1,2,5,1183,645,898,551,57
"58","03-Mar-2020","14:05:36",1,1,1,2,5,1105,640,869,551,58
"59","03-Mar-2020","14:05:36",1,1,1,2,5,1048,631,836,551,59
"60","03-Mar-2020","14:05:36",1,1,1,2,5,985,627,801,551,60
"61","03-Mar-2020","14:05:36",1,1,1,2,5,898,621,765,551,61
"62","03-Mar-2020","14:05:36",1,1,1,2,5,828,615,728,551,62
"63","03-Mar-2020","14:05:36",1,1,1,2,5,792,612,693,551,63
"64","03-Mar-2020","14:05:36",1,1,1,2,5,747,608,659,551,64
"65","03-Mar-2020","14:05:36",1,1,1,2,5,712,607,628,551,65
"66","03-Mar-2020","14:05:36",1,1,1,2,5,688,604,601,551,66
"67","03-Mar-2020","14:05:36",1,1,1,2,5,644,599,579,551,67
"68","03-Mar-2020","14:05:36",1,1,1,2,5,599,596,563,551,68
"69","03-Mar-2020","14:05:36",1,1,1,2,5,562,593,553,551,69
"70","03-Mar-2020","14:05:36",1,1,1,2,5,516,586,550,551,70
"71","03-Mar-2020","14:05:36",1,1,1,2,5,477,585,554,551,71
"72","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,566,551,72
"73","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,585,551,73
"74","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,611,551,74
"75","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,645,551,75
"76","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,686,551,76
"77","03-Mar-2020","14:05:36",1,1,1,2,5,465,584,733,551,77
"78","03-Mar-2020","14:05:36",1,1,1,2,5,472,584,785,551,78
"79","03-Mar-2020","14:05:36",1,1,1,2,5,491,584,842,551,79
"80","03-Mar-2020","14:05:36",1,1,1,2,5,537,584,904,551,80
"81","03-Mar-2020","14:05:36",1,1,1,2,5,581,586,967,551,81
"82","03-Mar-2020","14:05:36",1,1,1,2,5,634,594,1033,551,82
"83","03-Mar-2020","14:05:36",1,1,1,2,5,700,604,1100,551,83
"84","03-Mar-2020","14:05:36",1,1,1,2,5,813,618,1167,551,84
"85","03-Mar-2020","14:05:36",1,1,1,2,5,871,628,1232,551,85
"86","03-Mar-2020","14:05:36",1,1,1,2,5,897,635,1295,551,86
"87","03-Mar-2020","14:05:36",1,1,1,2,5,934,642,1354,551,87
"88","03-Mar-2020","14:05:36",1,1,1,2,5,962,646,1410,551,88
"89","03-Mar-2020","14:05:36",1,1,1,2,5,1005,648,1463,551,89
"90","03-Mar-2020","14:05:36",1,1,1,2,5,1035,652,1505,551,90
"91","03-Mar-2020","14:05:36",1,1,1,2,5,1111,659,1544,551,91
"92","03-Mar-2020","14:05:36",1,1,1,2,5,1156,666,1575,551,92
"93","03-Mar-2020","14:05:36",1,1,1,2,5,1175,670,1599,551,93
"94","03-Mar-2020","14:05:36",1,1,1,2,5,1201,673,1615,551,94
"95","03-Mar-2020","14:05:36",1,1,1,2,5,1207,674,1623,551,95
"96","03-Mar-2020","14:05:36",1,1,1,2,5,1207,674,1623,551,96
"97","03-Mar-2020","14:05:36",1,1,1,2,5,1207,674,1615,551,97
"98","03-Mar-2020","14:05:36",1,1,1,2,5,1207,674,1600,551,98
"99","03-Mar-2020","14:05:36",1,1,1,2,5,1207,674,1577,551,99
"100","03-Mar-2020","14:05:36",1,1,1,2,5,1222,676,1547,551,100
"101","03-Mar-2020","14:05:36",1,1,1,2,5,1276,683,1512,551,101
"102","03-Mar-2020","14:05:36",1,1,1,2,5,1336,687,1470,551,102
"103","03-Mar-2020","14:05:36",1,1,1,2,5,1367,692,1423,551,103
"104","03-Mar-2020","14:05:36",1,1,1,2,5,1388,694,1372,551,104
"105","03-Mar-2020","14:05:36",1,1,1,2,5,1388,694,1318,551,105
"106","03-Mar-2020","14:05:36",1,1,1,2,5,1385,694,1261,551,106
"107","03-Mar-2020","14:05:36",1,1,1,2,5,1383,694,1202,551,107
"108","03-Mar-2020","14:05:36",1,1,1,2,5,1382,694,1142,551,108
"109","03-Mar-2020","14:05:36",1,1,1,2,5,1380,694,1082,551,109
"110","03-Mar-2020","14:05:36",1,1,1,2,5,1373,694,1022,551,110
"111","03-Mar-2020","14:05:36",1,1,1,2,5,1337,692,965,551,111
"112","03-Mar-2020","14:05:36",1,1,1,2,5,1255,682,908,551,112
"113","03-Mar-2020","14:05:36",1,1,1,2,5,1177,672,856,551,113
"114","03-Mar-2020","14:05:36",1,1,1,2,5,1021,642,807,551,114
"115","03-Mar-2020","14:05:36",1,1,1,2,5,873,622,761,551,115
"116","03-Mar-2020","14:05:36",1,1,1,2,5,812,614,720,551,116
"117","03-Mar-2020","14:05:36",1,1,1,2,5,754,603,684,551,117
"118","03-Mar-2020","14:05:36",1,1,1,2,5,725,600,653,551,118
"119","03-Mar-2020","14:05:36",1,1,1,2,5,713,599,627,551,119
"120","03-Mar-2020","14:05:36",1,1,1,2,5,703,599,607,551,120
"121","03-Mar-2020","14:05:36",1,1,1,2,5,687,596,592,551,121
"122","03-Mar-2020","14:05:36",1,1,1,2,5,665,595,583,551,122
"123","03-Mar-2020","14:05:36",1,1,1,2,5,651,594,579,551,123
"124","03-Mar-2020","14:05:36",1,1,1,2,5,645,594,580,551,124
"125","03-Mar-2020","14:05:36",1,1,1,2,5,645,594,585,551,125
"126","03-Mar-2020","14:05:36",1,1,1,2,5,645,594,596,551,126
"127","03-Mar-2020","14:05:36",1,1,1,2,5,645,594,610,551,127
"128","03-Mar-2020","14:05:36",1,1,1,2,5,647,594,628,551,128
"129","03-Mar-2020","14:05:36",1,1,1,2,5,655,594,649,551,129
"130","03-Mar-2020","14:05:36",1,1,1,2,5,665,594,673,551,130
"131","03-Mar-2020","14:05:36",1,1,1,2,5,694,593,698,551,131
"132","03-Mar-2020","14:05:36",1,1,1,2,5,713,593,725,551,132
"133","03-Mar-2020","14:05:36",1,1,1,2,5,717,593,754,551,133
"134","03-Mar-2020","14:05:36",1,1,1,2,5,722,593,782,551,134
"135","03-Mar-2020","14:05:36",1,1,1,2,5,733,594,811,551,135
"136","03-Mar-2020","14:05:36",1,1,1,2,5,750,595,839,551,136
"137","03-Mar-2020","14:05:36",1,1,1,2,5,790,601,866,551,137
"138","03-Mar-2020","14:05:36",1,1,1,2,5,827,606,892,551,138
"139","03-Mar-2020","14:05:36",1,1,1,2,5,848,609,915,551,139
"140","03-Mar-2020","14:05:36",1,1,1,2,5,873,612,937,551,140
"141","03-Mar-2020","14:05:36",1,1,1,2,5,904,615,955,551,141
"142","03-Mar-2020","14:05:36",1,1,1,2,5,920,618,971,551,142
"143","03-Mar-2020","14:05:36",1,1,1,2,5,924,618,985,551,143
"144","03-Mar-2020","14:05:36",1,1,1,2,5,927,619,995,551,144
"145","03-Mar-2020","14:05:36",1,1,1,2,5,929,619,1001,551,145
"146","03-Mar-2020","14:05:36",1,1,1,2,5,931,619,1005,551,146
"147","03-Mar-2020","14:05:36",1,1,1,2,5,936,619,1006,551,147
"148","03-Mar-2020","14:05:36",1,1,1,2,5,937,619,1004,551,148
"149","03-Mar-2020","14:05:36",1,1,1,2,5,937,619,999,551,149
"150","03-Mar-2020","14:05:36",1,1,1,2,5,937,619,992,551,150
"151","03-Mar-2020","14:05:36",1,1,1,2,5,937,619,983,551,151
"152","03-Mar-2020","14:05:36",1,1,1,2,5,934,619,972,551,152
"153","03-Mar-2020","14:05:36",1,1,1,2,5,914,619,960,551,153
"154","03-Mar-2020","14:05:36",1,1,1,2,5,883,615,947,551,154
"155","03-Mar-2020","14:05:36",1,1,1,2,5,853,609,934,551,155
"156","03-Mar-2020","14:05:36",1,1,1,2,5,829,609,921,551,156
"157","03-Mar-2020","14:05:36",1,1,1,2,5,803,602,908,551,157
"158","03-Mar-2020","14:05:36",1,1,1,2,5,788,602,896,551,158
"159","03-Mar-2020","14:05:36",1,1,1,2,5,785,601,885,551,159
"160","03-Mar-2020","14:05:36",1,1,1,2,5,779,601,876,551,160
"161","03-Mar-2020","14:05:36",1,1,1,2,5,775,601,868,551,161
"162","03-Mar-2020","14:05:36",1,1,1,2,5,770,600,863,551,162
"163","03-Mar-2020","14:05:36",1,1,1,2,5,754,597,860,551,163
"164","03-Mar-2020","14:05:36",1,1,1,2,5,733,593,860,551,164
"165","03-Mar-2020","14:05:36",1,1,1,2,5,717,590,863,551,165
"166","03-Mar-2020","14:05:36",1,1,1,2,5,708,589,869,551,166
"167","03-Mar-2020","14:05:36",1,1,1,2,5,694,587,879,551,167
"168","03-Mar-2020","14:05:36",1,1,1,2,5,691,587,891,551,168
"169","03-Mar-2020","14:05:36",1,1,1,2,5,691,587,907,551,169
"170","03-Mar-2020","14:05:36",1,1,1,2,5,691,587,927,551,170
"171","03-Mar-2020","14:05:36",1,1,1,2,5,691,587,949,551,171
"172","03-Mar-2020","14:05:36",1,1,1,2,5,691,587,974,551,172
"173","03-Mar-2020","14:05:36",1,1,1,2,5,692,587,1002,551,173
"174","03-Mar-2020","14:05:36",1,1,1,2,5,703,587,1032,551,174
"175","03-Mar-2020","14:05:36",1,1,1,2,5,711,587,1064,551,175
"176","03-Mar-2020","14:05:36",1,1,1,2,5,724,588,1098,551,176
"177","03-Mar-2020","14:05:36",1,1,1,2,5,752,592,1133,551,177
"178","03-Mar-2020","14:05:36",1,1,1,2,5,812,598,1168,551,178
"179","03-Mar-2020","14:05:36",1,1,1,2,5,871,602,1204,551,179
"180","03-Mar-2020","14:05:36",1,1,1,2,5,1005,619,1239,551,180
"181","03-Mar-2020","14:05:36",1,1,1,2,5,1176,643,1272,551,181
"182","03-Mar-2020","14:05:36",1,1,1,2,5,1293,667,1305,551,182
"183","03-Mar-2020","14:05:36",1,1,1,2,5,1400,683,1334,551,183
"184","03-Mar-2020","14:05:36",1,1,1,2,5,1451,689,1361,551,184
"185","03-Mar-2020","14:05:36",1,1,1,2,5,1478,690,1385,551,185
"186","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1403,551,186
"187","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1417,551,187
"188","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1426,551,188
"189","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1430,551,189
"190","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1428,551,190
"191","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1419,551,191
"192","03-Mar-2020","14:05:36",1,1,1,2,5,1480,690,1404,551,192
"193","03-Mar-2020","14:05:36",1,1,1,2,5,1469,691,1382,551,193
"194","03-Mar-2020","14:05:36",1,1,1,2,5,1444,689,1354,551,194
"195","03-Mar-2020","14:05:36",1,1,1,2,5,1401,688,1319,551,195
"196","03-Mar-2020","14:05:36",1,1,1,2,5,1356,685,1279,551,196
"197","03-Mar-2020","14:05:36",1,1,1,2,5,1246,669,1233,551,197
"198","03-Mar-2020","14:05:36",1,1,1,2,5,1159,648,1181,551,198
"199","03-Mar-2020","14:05:36",1,1,1,2,5,1125,643,1125,551,199
"200","03-Mar-2020","14:05:36",1,1,1,2,5,1101,639,1065,551,200
"201","03-Mar-2020","14:05:36",1,1,1,2,5,1080,636,1002,551,201
"202","03-Mar-2020","14:05:36",1,1,1,2,5,1060,634,936,551,202
"203","03-Mar-2020","14:05:36",1,1,1,2,5,1016,630,869,551,203
"204","03-Mar-2020","14:05:36",1,1,1,2,5,949,621,802,551,204
"205","03-Mar-2020","14:05:36",1,1,1,2,5,897,609,734,551,205
"206","03-Mar-2020","14:05:36",1,1,1,2,5,864,605,670,551,206
"207","03-Mar-2020","14:05:36",1,1,1,2,5,821,602,607,551,207
"208","03-Mar-2020","14:05:36",1,1,1,2,5,766,593,549,551,208
"209","03-Mar-2020","14:05:36",1,1,1,2,5,738,591,495,551,209
"210","03-Mar-2020","14:05:36",1,1,1,2,5,715,588,447,551,210
"211","03-Mar-2020","14:05:36",1,1,1,2,5,712,588,405,551,211
"212","03-Mar-2020","14:05:36",1,1,1,2,5,710,588,368,551,212
"213","03-Mar-2020","14:05:36",1,1,1,2,5,706,587,344,551,213
"214","03-Mar-2020","14:05:36",1,1,1,2,5,697,585,325,551,214
"215","03-Mar-2020","14:05:36",1,1,1,2,5,683,584,315,551,215
"216","03-Mar-2020","14:05:36",1,1,1,2,5,679,584,314,551,216
"217","03-Mar-2020","14:05:36",1,1,1,2,5,677,584,322,551,217
"218","03-Mar-2020","14:05:36",1,1,1,2,5,677,584,338,551,218
"219","03-Mar-2020","14:05:36",1,1,1,2,5,676,584,362,551,219
"220","03-Mar-2020","14:05:36",1,1,1,2,5,674,584,394,551,220
"221","03-Mar-2020","14:05:36",1,1,1,2,5,674,584,432,551,221
"222","03-Mar-2020","14:05:36",1,1,1,2,5,674,584,476,551,222
"223","03-Mar-2020","14:05:36",1,1,1,2,5,687,584,525,551,223
"224","03-Mar-2020","14:05:36",1,1,1,2,5,701,584,577,551,224
"225","03-Mar-2020","14:05:36",1,1,1,2,5,708,584,632,551,225
"226","03-Mar-2020","14:05:36",1,1,1,2,5,712,584,687,551,226
"227","03-Mar-2020","14:05:36",1,1,1,2,5,729,586,741,551,227
"228","03-Mar-2020","14:05:36",1,1,1,2,5,797,597,795,551,228
"229","03-Mar-2020","14:05:36",1,1,1,2,5,830,603,845,551,229
"230","03-Mar-2020","14:05:36",1,1,1,2,5,889,609,891,551,230
"231","03-Mar-2020","14:05:36",1,1,1,2,5,931,613,931,551,231
"232","03-Mar-2020","14:05:36",1,1,1,2,5,951,617,965,551,232
"233","03-Mar-2020","14:05:36",1,1,1,2,5,999,624,992,551,233
"234","03-Mar-2020","14:05:36",1,1,1,2,5,1061,630,1011,551,234
"235","03-Mar-2020","14:05:36",1,1,1,2,5,1084,633,1021,551,235
"236","03-Mar-2020","14:05:36",1,1,1,2,5,1109,639,1024,551,236
"237","03-Mar-2020","14:05:36",1,1,1,2,5,1115,641,1017,551,237
"238","03-Mar-2020","14:05:36",1,1,1,2,5,1119,642,1003,551,238
"239","03-Mar-2020","14:05:36",1,1,1,2,5,1127,644,982,551,239
"240","03-Mar-2020","14:05:36",1,1,1,2,5,1156,650,953,551,240
"241","03-Mar-2020","14:05:36",1,1,1,2,5,1191,654,919,551,241
"242","03-Mar-2020","14:05:36",1,1,1,2,5,1201,656,880,551,242
"243","03-Mar-2020","14:05:36",1,1,1,2,5,1205,657,839,551,243
"244","03-Mar-2020","14:05:36",1,1,1,2,5,1205,657,795,551,244
"245","03-Mar-2020","14:05:36",1,1,1,2,5,1205,657,752,551,245
"246","03-Mar-2020","14:05:36",1,1,1,2,5,1193,657,711,551,246
"247","03-Mar-2020","14:05:36",1,1,1,2,5,1147,651,672,551,247
"248","03-Mar-2020","14:05:36",1,1,1,2,5,1085,642,638,551,248
"249","03-Mar-2020","14:05:36",1,1,1,2,5,1007,635,609,551,249
"250","03-Mar-2020","14:05:36",1,1,1,2,5,912,623,588,551,250
"251","03-Mar-2020","14:05:36",1,1,1,2,5,855,619,574,551,251
"252","03-Mar-2020","14:05:36",1,1,1,2,5,819,613,568,551,252
"253","03-Mar-2020","14:05:36",1,1,1,2,5,766,607,571,551,253
"254","03-Mar-2020","14:05:36",1,1,1,2,5,724,602,584,551,254
"255","03-Mar-2020","14:05:36",1,1,1,2,5,707,601,605,551,255
"256","03-Mar-2020","14:05:36",1,1,1,2,5,695,600,635,551,256
"257","03-Mar-2020","14:05:36",1,1,1,2,5,691,599,673,551,257
"258","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,719,551,258
"259","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,772,551,259
"260","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,830,551,260
"261","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,892,551,261
"262","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,958,551,262
"263","03-Mar-2020","14:05:36",1,1,1,2,5,690,599,1026,551,263
"264","03-Mar-2020","14:05:36",1,1,1,2,5,698,599,1096,551,264
"265","03-Mar-2020","14:05:36",1,1,1,2,5,765,609,1163,551,265
"266","03-Mar-2020","14:05:36",1,1,1,2,5,919,627,1229,551,266
"267","03-Mar-2020","14:05:36",1,1,1,2,5,1136,652,1292,551,267
"268","03-Mar-2020","14:05:36",1,1,1,2,5,1244,661,1352,551,268
"269","03-Mar-2020","14:05:36",1,1,1,2,5,1397,693,1406,551,269
"270","03-Mar-2020","14:05:36",1,1,1,2,5,1464,710,1454,551,270
"271","03-Mar-2020","14:05:36",1,1,1,2,5,1475,713,1495,551,271
"272","03-Mar-2020","14:05:36",1,1,1,2,5,1482,714,1529,551,272
"273","03-Mar-2020","14:05:36",1,1,1,2,5,1485,714,1556,551,273
"274","03-Mar-2020","14:05:36",1,1,1,2,5,1491,716,1575,551,274
"275","03-Mar-2020","14:05:36",1,1,1,2,5,1499,717,1585,551,275
"276","03-Mar-2020","14:05:36",1,1,1,2,5,1514,718,1588,551,276
"277","03-Mar-2020","14:05:36",1,1,1,2,5,1525,719,1583,551,277
"278","03-Mar-2020","14:05:36",1,1,1,2,5,1526,719,1571,551,278
"279","03-Mar-2020","14:05:36",1,1,1,2,5,1526,719,1552,551,279
"280","03-Mar-2020","14:05:36",1,1,1,2,5,1521,719,1526,551,280
"281","03-Mar-2020","14:05:36",1,1,1,2,5,1502,719,1493,551,281
"282","03-Mar-2020","14:05:36",1,1,1,2,5,1480,717,1458,551,282
"283","03-Mar-2020","14:05:36",1,1,1,2,5,1443,713,1417,551,283
"284","03-Mar-2020","14:05:36",1,1,1,2,5,1395,706,1373,551,284
"285","03-Mar-2020","14:05:36",1,1,1,2,5,1353,695,1325,551,285
"286","03-Mar-2020","14:05:36",1,1,1,2,5,1307,687,1275,551,286
"287","03-Mar-2020","14:05:36",1,1,1,2,5,1263,681,1224,551,287
"288","03-Mar-2020","14:05:36",1,1,1,2,5,1226,677,1171,551,288
"289","03-Mar-2020","14:05:36",1,1,1,2,5,1153,666,1120,551,289
"290","03-Mar-2020","14:05:36",1,1,1,2,5,1083,657,1068,551,290
"291","03-Mar-2020","14:05:36",1,1,1,2,5,1020,646,1018,551,291
"292","03-Mar-2020","14:05:36",1,1,1,2,5,976,636,970,551,292
"293","03-Mar-2020","14:05:36",1,1,1,2,5,945,632,924,551,293
"294","03-Mar-2020","14:05:36",1,1,1,2,5,914,629,881,551,294
"295","03-Mar-2020","14:05:36",1,1,1,2,5,899,627,841,551,295
"296","03-Mar-2020","14:05:36",1,1,1,2,5,884,624,804,551,296
"297","03-Mar-2020","14:05:36",1,1,1,2,5,865,622,771,551,297
"298","03-Mar-2020","14:05:36",1,1,1,2,5,856,620,742,551,298
"299","03-Mar-2020","14:05:36",1,1,1,2,5,846,619,717,551,299
"300","03-Mar-2020","14:05:36",1,1,1,2,5,845,618,696,551,300
"301","03-Mar-2020","14:05:36",1,1,1,2,5,843,617,678,551,301
"302","03-Mar-2020","14:05:36",1,1,1,2,5,842,617,666,551,302
"303","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,657,551,303
"304","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,651,551,304
"305","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,650,551,305
"306","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,652,551,306
"307","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,657,551,307
"308","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,665,551,308
"309","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,677,551,309
"310","03-Mar-2020","14:05:36",1,1,1,2,5,841,617,691,551,310
"311","03-Mar-2020","14:05:36",1,1,1,2,5,841,616,707,551,311
"312","03-Mar-2020","14:05:36",1,1,1,2,5,832,614,726,551,312
"313","03-Mar-2020","14:05:36",1,1,1,2,5,802,611,745,551,313
"314","03-Mar-2020","14:05:36",1,1,1,2,5,777,609,767,551,314
"315","03-Mar-2020","14:05:36",1,1,1,2,5,770,609,789,551,315
"316","03-Mar-2020","14:05:36",1,1,1,2,5,766,609,813,551,316
"317","03-Mar-2020","14:05:36",1,1,1,2,5,765,609,836,551,317
"318","03-Mar-2020","14:05:36",1,1,1,2,5,765,609,860,551,318
"319","03-Mar-2020","14:05:36",1,1,1,2,5,765,609,884,551,319
"320","03-Mar-2020","14:05:36",1,1,1,2,5,766,609,908,551,320
"321","03-Mar-2020","14:05:36",1,1,1,2,5,774,609,930,551,321
"322","03-Mar-2020","14:05:36",1,1,1,2,5,783,609,952,551,322
"323","03-Mar-2020","14:05:36",1,1,1,2,5,803,611,972,551,323
"324","03-Mar-2020","14:05:36",1,1,1,2,5,845,613,990,551,324
"325","03-Mar-2020","14:05:36",1,1,1,2,5,877,615,1007,551,325
"326","03-Mar-2020","14:05:36",1,1,1,2,5,923,619,1022,551,326
"327","03-Mar-2020","14:05:36",1,1,1,2,5,945,624,1034,551,327
"328","03-Mar-2020","14:05:36",1,1,1,2,5,950,625,1044,551,328
"329","03-Mar-2020","14:05:36",1,1,1,2,5,953,625,1051,551,329
"330","03-Mar-2020","14:05:36",1,1,1,2,5,959,626,1056,551,330
"331","03-Mar-2020","14:05:36",1,1,1,2,5,966,627,1058,551,331
"332","03-Mar-2020","14:05:36",1,1,1,2,5,977,629,1057,551,332
"333","03-Mar-2020","14:05:36",1,1,1,2,5,978,629,1054,551,333
"334","03-Mar-2020","14:05:36",1,1,1,2,5,978,629,1048,551,334
"335","03-Mar-2020","14:05:36",1,1,1,2,5,977,629,1039,551,335
"336","03-Mar-2020","14:05:36",1,1,1,2,5,966,629,1029,551,336
"337","03-Mar-2020","14:05:36",1,1,1,2,5,959,629,1017,551,337
"338","03-Mar-2020","14:05:36",1,1,1,2,5,951,629,1003,551,338
"339","03-Mar-2020","14:05:36",1,1,1,2,5,935,627,989,551,339
"340","03-Mar-2020","14:05:36",1,1,1,2,5,909,623,975,551,340
"341","03-Mar-2020","14:05:36",1,1,1,2,5,886,620,962,551,341
"342","03-Mar-2020","14:05:36",1,1,1,2,5,865,617,950,551,342
"343","03-Mar-2020","14:05:36",1,1,1,2,5,847,615,939,551,343
"344","03-Mar-2020","14:05:36",1,1,1,2,5,824,610,931,551,344
"345","03-Mar-2020","14:05:36",1,1,1,2,5,804,607,924,551,345
"346","03-Mar-2020","14:05:36",1,1,1,2,5,782,605,920,551,346
"347","03-Mar-2020","14:05:36",1,1,1,2,5,741,601,918,551,347
"348","03-Mar-2020","14:05:36",1,1,1,2,5,710,598,919,551,348
"349","03-Mar-2020","14:05:36",1,1,1,2,5,669,594,923,551,349
"350","03-Mar-2020","14:05:36",1,1,1,2,5,633,586,929,551,350
"351","03-Mar-2020","14:05:36",1,1,1,2,5,614,582,939,551,351
"352","03-Mar-2020","14:05:36",1,1,1,2,5,598,580,951,551,352
"353","03-Mar-2020","14:05:36",1,1,1,2,5,590,578,967,551,353
"354","03-Mar-2020","14:05:36",1,1,1,2,5,586,578,984,551,354
"355","03-Mar-2020","14:05:36",1,1,1,2,5,585,578,1004,551,355
"356","03-Mar-2020","14:05:36",1,1,1,2,5,585,578,1027,551,356
"357","03-Mar-2020","14:05:36",1,1,1,2,5,585,578,1051,551,357
"358","03-Mar-2020","14:05:36",1,1,1,2,5,585,578,1076,551,358
"359","03-Mar-2020","14:05:36",1,1,1,2,5,587,578,1103,551,359
