"","Date","Time","Block","Trial","a","b","c","Xpos_cursor","Ypos_cursor","Xpos_dot","Ypos_dot","time"
"730","03-Mar-2020","14:05:36",1,1,1,2,5,1503,706,1504,551,730
"731","03-Mar-2020","14:05:36",1,1,1,2,5,1473,706,1486,551,731
"732","03-Mar-2020","14:05:36",1,1,1,2,5,1446,704,1461,551,732
"733","03-Mar-2020","14:05:36",1,1,1,2,5,1390,695,1431,551,733
"734","03-Mar-2020","14:05:36",1,1,1,2,5,1352,690,1396,551,734
"735","03-Mar-2020","14:05:36",1,1,1,2,5,1332,687,1357,551,735
"736","03-Mar-2020","14:05:36",1,1,1,2,5,1308,682,1315,551,736
"737","03-Mar-2020","14:05:36",1,1,1,2,5,1276,679,1271,551,737
"738","03-Mar-2020","14:05:36",1,1,1,2,5,1245,675,1225,551,738
"739","03-Mar-2020","14:05:36",1,1,1,2,5,1202,670,1180,551,739
"740","03-Mar-2020","14:05:36",1,1,1,2,5,1143,662,1136,551,740
"741","03-Mar-2020","14:05:36",1,1,1,2,5,1065,648,1093,551,741
"742","03-Mar-2020","14:05:36",1,1,1,2,5,1029,644,1054,551,742
"743","03-Mar-2020","14:05:36",1,1,1,2,5,961,631,1018,551,743
"744","03-Mar-2020","14:05:36",1,1,1,2,5,899,624,986,551,744
"745","03-Mar-2020","14:05:36",1,1,1,2,5,850,615,961,551,745
"746","03-Mar-2020","14:05:36",1,1,1,2,5,793,606,941,551,746
"747","03-Mar-2020","14:05:36",1,1,1,2,5,743,593,927,551,747
"748","03-Mar-2020","14:05:36",1,1,1,2,5,702,584,920,551,748
"749","03-Mar-2020","14:05:36",1,1,1,2,5,658,578,919,551,749
"750","03-Mar-2020","14:05:36",1,1,1,2,5,607,568,924,551,750
"751","03-Mar-2020","14:05:36",1,1,1,2,5,562,559,938,551,751
"752","03-Mar-2020","14:05:36",1,1,1,2,5,537,549,954,551,752
"753","03-Mar-2020","14:05:36",1,1,1,2,5,519,544,977,551,753
"754","03-Mar-2020","14:05:36",1,1,1,2,5,511,540,1005,551,754
"755","03-Mar-2020","14:05:36",1,1,1,2,5,511,540,1036,551,755
"756","03-Mar-2020","14:05:36",1,1,1,2,5,511,540,1070,551,756
"757","03-Mar-2020","14:05:36",1,1,1,2,5,514,540,1106,551,757
"758","03-Mar-2020","14:05:36",1,1,1,2,5,522,540,1142,551,758
"759","03-Mar-2020","14:05:36",1,1,1,2,5,569,547,1178,551,759
"760","03-Mar-2020","14:05:36",1,1,1,2,5,709,564,1212,551,760
"761","03-Mar-2020","14:05:36",1,1,1,2,5,942,584,1244,551,761
"762","03-Mar-2020","14:05:36",1,1,1,2,5,1094,600,1270,551,762
"763","03-Mar-2020","14:05:36",1,1,1,2,5,1299,634,1292,551,763
"764","03-Mar-2020","14:05:36",1,1,1,2,5,1397,648,1308,551,764
"765","03-Mar-2020","14:05:36",1,1,1,2,5,1412,652,1316,551,765
"766","03-Mar-2020","14:05:36",1,1,1,2,5,1413,653,1318,551,766
"767","03-Mar-2020","14:05:36",1,1,1,2,5,1414,654,1311,551,767
"768","03-Mar-2020","14:05:36",1,1,1,2,5,1414,654,1295,551,768
"769","03-Mar-2020","14:05:36",1,1,1,2,5,1414,654,1271,551,769
"770","03-Mar-2020","14:05:36",1,1,1,2,5,1414,654,1239,551,770
"771","03-Mar-2020","14:05:36",1,1,1,2,5,1415,655,1198,551,771
"772","03-Mar-2020","14:05:36",1,1,1,2,5,1418,655,1151,551,772
"773","03-Mar-2020","14:05:36",1,1,1,2,5,1426,656,1097,551,773
"774","03-Mar-2020","14:05:36",1,1,1,2,5,1426,656,1039,551,774
"775","03-Mar-2020","14:05:36",1,1,1,2,5,1426,656,976,551,775
"776","03-Mar-2020","14:05:36",1,1,1,2,5,1423,656,909,551,776
"777","03-Mar-2020","14:05:36",1,1,1,2,5,1407,654,842,551,777
"778","03-Mar-2020","14:05:36",1,1,1,2,5,1384,652,774,551,778
"779","03-Mar-2020","14:05:36",1,1,1,2,5,1317,640,707,551,779
"780","03-Mar-2020","14:05:36",1,1,1,2,5,1217,629,643,551,780
"781","03-Mar-2020","14:05:36",1,1,1,2,5,1128,622,579,551,781
"782","03-Mar-2020","14:05:36",1,1,1,2,5,1083,615,525,551,782
"783","03-Mar-2020","14:05:36",1,1,1,2,5,1038,610,474,551,783
"784","03-Mar-2020","14:05:36",1,1,1,2,5,1000,606,430,551,784
"785","03-Mar-2020","14:05:36",1,1,1,2,5,974,599,393,551,785
"786","03-Mar-2020","14:05:36",1,1,1,2,5,950,597,364,551,786
"787","03-Mar-2020","14:05:36",1,1,1,2,5,929,593,343,551,787
"788","03-Mar-2020","14:05:36",1,1,1,2,5,911,590,330,551,788
"789","03-Mar-2020","14:05:36",1,1,1,2,5,905,589,327,551,789
"790","03-Mar-2020","14:05:36",1,1,1,2,5,894,587,331,551,790
"791","03-Mar-2020","14:05:36",1,1,1,2,5,867,579,343,551,791
"792","03-Mar-2020","14:05:36",1,1,1,2,5,847,577,362,551,792
"793","03-Mar-2020","14:05:36",1,1,1,2,5,817,572,389,551,793
"794","03-Mar-2020","14:05:36",1,1,1,2,5,792,568,422,551,794
"795","03-Mar-2020","14:05:36",1,1,1,2,5,774,564,460,551,795
"796","03-Mar-2020","14:05:36",1,1,1,2,5,760,563,503,551,796
"797","03-Mar-2020","14:05:36",1,1,1,2,5,753,563,550,551,797
"798","03-Mar-2020","14:05:36",1,1,1,2,5,753,562,599,551,798
"799","03-Mar-2020","14:05:36",1,1,1,2,5,753,562,650,551,799
"800","03-Mar-2020","14:05:36",1,1,1,2,5,753,562,702,551,800
"801","03-Mar-2020","14:05:36",1,1,1,2,5,753,562,753,551,801
"802","03-Mar-2020","14:05:36",1,1,1,2,5,753,562,804,551,802
"803","03-Mar-2020","14:05:36",1,1,1,2,5,790,563,853,551,803
"804","03-Mar-2020","14:05:36",1,1,1,2,5,878,568,899,551,804
"805","03-Mar-2020","14:05:36",1,1,1,2,5,929,575,942,551,805
"806","03-Mar-2020","14:05:36",1,1,1,2,5,1016,588,982,551,806
"807","03-Mar-2020","14:05:36",1,1,1,2,5,1060,595,1017,551,807
"808","03-Mar-2020","14:05:36",1,1,1,2,5,1087,599,1047,551,808
"809","03-Mar-2020","14:05:36",1,1,1,2,5,1123,604,1073,551,809
"810","03-Mar-2020","14:05:36",1,1,1,2,5,1139,606,1093,551,810
"811","03-Mar-2020","14:05:36",1,1,1,2,5,1146,608,1108,551,811
"812","03-Mar-2020","14:05:36",1,1,1,2,5,1152,609,1119,551,812
"813","03-Mar-2020","14:05:36",1,1,1,2,5,1158,610,1124,551,813
"814","03-Mar-2020","14:05:36",1,1,1,2,5,1188,614,1125,551,814
"815","03-Mar-2020","14:05:36",1,1,1,2,5,1198,615,1122,551,815
"816","03-Mar-2020","14:05:36",1,1,1,2,5,1214,618,1115,551,816
"817","03-Mar-2020","14:05:36",1,1,1,2,5,1217,618,1105,551,817
"818","03-Mar-2020","14:05:36",1,1,1,2,5,1217,618,1092,551,818
"819","03-Mar-2020","14:05:36",1,1,1,2,5,1217,618,1077,551,819
"820","03-Mar-2020","14:05:36",1,1,1,2,5,1217,618,1060,551,820
"821","03-Mar-2020","14:05:36",1,1,1,2,5,1217,618,1043,551,821
"822","03-Mar-2020","14:05:36",1,1,1,2,5,1215,618,1025,551,822
"823","03-Mar-2020","14:05:36",1,1,1,2,5,1206,618,1007,551,823
"824","03-Mar-2020","14:05:36",1,1,1,2,5,1188,614,990,551,824
"825","03-Mar-2020","14:05:36",1,1,1,2,5,1141,607,974,551,825
"826","03-Mar-2020","14:05:36",1,1,1,2,5,1061,597,959,551,826
"827","03-Mar-2020","14:05:36",1,1,1,2,5,953,581,947,551,827
"828","03-Mar-2020","14:05:36",1,1,1,2,5,895,572,937,551,828
"829","03-Mar-2020","14:05:36",1,1,1,2,5,851,562,930,551,829
"830","03-Mar-2020","14:05:36",1,1,1,2,5,828,556,926,551,830
"831","03-Mar-2020","14:05:36",1,1,1,2,5,820,555,925,551,831
"832","03-Mar-2020","14:05:36",1,1,1,2,5,800,554,927,551,832
"833","03-Mar-2020","14:05:36",1,1,1,2,5,786,553,932,551,833
"834","03-Mar-2020","14:05:36",1,1,1,2,5,783,552,940,551,834
"835","03-Mar-2020","14:05:36",1,1,1,2,5,781,552,952,551,835
"836","03-Mar-2020","14:05:36",1,1,1,2,5,781,552,966,551,836
"837","03-Mar-2020","14:05:36",1,1,1,2,5,781,552,982,551,837
"838","03-Mar-2020","14:05:36",1,1,1,2,5,783,551,1001,551,838
"839","03-Mar-2020","14:05:36",1,1,1,2,5,813,552,1022,551,839
"840","03-Mar-2020","14:05:36",1,1,1,2,5,881,570,1044,551,840
"841","03-Mar-2020","14:05:36",1,1,1,2,5,951,575,1068,551,841
"842","03-Mar-2020","14:05:36",1,1,1,2,5,1030,590,1091,551,842
"843","03-Mar-2020","14:05:36",1,1,1,2,5,1067,595,1116,551,843
"844","03-Mar-2020","14:05:36",1,1,1,2,5,1091,597,1139,551,844
"845","03-Mar-2020","14:05:36",1,1,1,2,5,1123,601,1162,551,845
"846","03-Mar-2020","14:05:36",1,1,1,2,5,1173,608,1184,551,846
"847","03-Mar-2020","14:05:36",1,1,1,2,5,1211,610,1205,551,847
"848","03-Mar-2020","14:05:36",1,1,1,2,5,1224,613,1222,551,848
"849","03-Mar-2020","14:05:36",1,1,1,2,5,1246,619,1238,551,849
"850","03-Mar-2020","14:05:36",1,1,1,2,5,1257,621,1251,551,850
"851","03-Mar-2020","14:05:36",1,1,1,2,5,1261,622,1260,551,851
"852","03-Mar-2020","14:05:36",1,1,1,2,5,1282,625,1266,551,852
"853","03-Mar-2020","14:05:36",1,1,1,2,5,1296,627,1268,551,853
"854","03-Mar-2020","14:05:36",1,1,1,2,5,1298,628,1266,551,854
"855","03-Mar-2020","14:05:36",1,1,1,2,5,1299,628,1261,551,855
"856","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1251,551,856
"857","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1237,551,857
"858","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1219,551,858
"859","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1197,551,859
"860","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1172,551,860
"861","03-Mar-2020","14:05:36",1,1,1,2,5,1302,629,1142,551,861
"862","03-Mar-2020","14:05:36",1,1,1,2,5,1281,629,1110,551,862
"863","03-Mar-2020","14:05:36",1,1,1,2,5,1241,620,1074,551,863
"864","03-Mar-2020","14:05:36",1,1,1,2,5,1193,619,1035,551,864
"865","03-Mar-2020","14:05:36",1,1,1,2,5,1113,610,994,551,865
"866","03-Mar-2020","14:05:36",1,1,1,2,5,1058,602,952,551,866
"867","03-Mar-2020","14:05:36",1,1,1,2,5,1014,595,907,551,867
"868","03-Mar-2020","14:05:36",1,1,1,2,5,993,593,863,551,868
"869","03-Mar-2020","14:05:36",1,1,1,2,5,944,589,818,551,869
"870","03-Mar-2020","14:05:36",1,1,1,2,5,888,584,773,551,870
"871","03-Mar-2020","14:05:36",1,1,1,2,5,856,578,729,551,871
"872","03-Mar-2020","14:05:36",1,1,1,2,5,812,571,686,551,872
"873","03-Mar-2020","14:05:36",1,1,1,2,5,772,566,645,551,873
"874","03-Mar-2020","14:05:36",1,1,1,2,5,746,562,606,551,874
"875","03-Mar-2020","14:05:36",1,1,1,2,5,722,560,571,551,875
"876","03-Mar-2020","14:05:36",1,1,1,2,5,716,558,539,551,876
"877","03-Mar-2020","14:05:36",1,1,1,2,5,710,558,509,551,877
"878","03-Mar-2020","14:05:36",1,1,1,2,5,707,557,486,551,878
"879","03-Mar-2020","14:05:36",1,1,1,2,5,694,555,466,551,879
"880","03-Mar-2020","14:05:36",1,1,1,2,5,684,553,452,551,880
"881","03-Mar-2020","14:05:36",1,1,1,2,5,678,552,443,551,881
"882","03-Mar-2020","14:05:36",1,1,1,2,5,672,551,439,551,882
"883","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,441,551,883
"884","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,449,551,884
"885","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,463,551,885
"886","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,483,551,886
"887","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,509,551,887
"888","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,541,551,888
"889","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,578,551,889
"890","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,621,551,890
"891","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,668,551,891
"892","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,720,551,892
"893","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,776,551,893
"894","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,835,551,894
"895","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,897,551,895
"896","03-Mar-2020","14:05:36",1,1,1,2,5,668,550,960,551,896
"897","03-Mar-2020","14:05:36",1,1,1,2,5,695,550,1026,551,897
"898","03-Mar-2020","14:05:36",1,1,1,2,5,717,551,1092,551,898
"899","03-Mar-2020","14:05:36",1,1,1,2,5,747,553,1157,551,899
"900","03-Mar-2020","14:05:36",1,1,1,2,5,783,558,1221,551,900
"901","03-Mar-2020","14:05:36",1,1,1,2,5,821,564,1284,551,901
"902","03-Mar-2020","14:05:36",1,1,1,2,5,873,577,1343,551,902
"903","03-Mar-2020","14:05:36",1,1,1,2,5,939,585,1399,551,903
"904","03-Mar-2020","14:05:36",1,1,1,2,5,967,590,1451,551,904
"905","03-Mar-2020","14:05:36",1,1,1,2,5,1010,598,1497,551,905
"906","03-Mar-2020","14:05:36",1,1,1,2,5,1068,606,1537,551,906
"907","03-Mar-2020","14:05:36",1,1,1,2,5,1151,618,1571,551,907
"908","03-Mar-2020","14:05:36",1,1,1,2,5,1185,624,1597,551,908
"909","03-Mar-2020","14:05:36",1,1,1,2,5,1226,628,1616,551,909
"910","03-Mar-2020","14:05:36",1,1,1,2,5,1243,631,1627,551,910
"911","03-Mar-2020","14:05:36",1,1,1,2,5,1246,632,1630,551,911
"912","03-Mar-2020","14:05:36",1,1,1,2,5,1264,637,1624,551,912
"913","03-Mar-2020","14:05:36",1,1,1,2,5,1304,641,1610,551,913
"914","03-Mar-2020","14:05:36",1,1,1,2,5,1316,643,1588,551,914
"915","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1558,551,915
"916","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1521,551,916
"917","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1477,551,917
"918","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1428,551,918
"919","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1374,551,919
"920","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1316,551,920
"921","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1257,551,921
"922","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1196,551,922
"923","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1135,551,923
"924","03-Mar-2020","14:05:36",1,1,1,2,5,1323,645,1076,551,924
"925","03-Mar-2020","14:05:36",1,1,1,2,5,1314,645,1020,551,925
"926","03-Mar-2020","14:05:36",1,1,1,2,5,1261,643,969,551,926
"927","03-Mar-2020","14:05:36",1,1,1,2,5,1190,635,923,551,927
"928","03-Mar-2020","14:05:36",1,1,1,2,5,1027,617,883,551,928
"929","03-Mar-2020","14:05:36",1,1,1,2,5,865,594,851,551,929
"930","03-Mar-2020","14:05:36",1,1,1,2,5,799,580,826,551,930
"931","03-Mar-2020","14:05:36",1,1,1,2,5,748,573,809,551,931
"932","03-Mar-2020","14:05:36",1,1,1,2,5,716,566,801,551,932
"933","03-Mar-2020","14:05:36",1,1,1,2,5,696,564,801,551,933
"934","03-Mar-2020","14:05:36",1,1,1,2,5,681,562,808,551,934
"935","03-Mar-2020","14:05:36",1,1,1,2,5,648,557,823,551,935
"936","03-Mar-2020","14:05:36",1,1,1,2,5,611,554,845,551,936
"937","03-Mar-2020","14:05:36",1,1,1,2,5,588,551,872,551,937
"938","03-Mar-2020","14:05:36",1,1,1,2,5,563,546,905,551,938
"939","03-Mar-2020","14:05:36",1,1,1,2,5,546,543,940,551,939
"940","03-Mar-2020","14:05:36",1,1,1,2,5,535,541,978,551,940
"941","03-Mar-2020","14:05:36",1,1,1,2,5,531,539,1017,551,941
"942","03-Mar-2020","14:05:36",1,1,1,2,5,531,539,1055,551,942
"943","03-Mar-2020","14:05:36",1,1,1,2,5,531,539,1091,551,943
"944","03-Mar-2020","14:05:36",1,1,1,2,5,531,539,1124,551,944
"945","03-Mar-2020","14:05:36",1,1,1,2,5,531,539,1152,551,945
"946","03-Mar-2020","14:05:36",1,1,1,2,5,535,539,1175,551,946
"947","03-Mar-2020","14:05:36",1,1,1,2,5,579,540,1191,551,947
"948","03-Mar-2020","14:05:36",1,1,1,2,5,769,557,1200,551,948
"949","03-Mar-2020","14:05:36",1,1,1,2,5,963,584,1201,551,949
"950","03-Mar-2020","14:05:36",1,1,1,2,5,1097,594,1193,551,950
"951","03-Mar-2020","14:05:36",1,1,1,2,5,1210,605,1177,551,951
"952","03-Mar-2020","14:05:36",1,1,1,2,5,1266,612,1153,551,952
"953","03-Mar-2020","14:05:36",1,1,1,2,5,1297,618,1120,551,953
"954","03-Mar-2020","14:05:36",1,1,1,2,5,1316,619,1080,551,954
"955","03-Mar-2020","14:05:36",1,1,1,2,5,1335,623,1033,551,955
"956","03-Mar-2020","14:05:36",1,1,1,2,5,1336,623,981,551,956
"957","03-Mar-2020","14:05:36",1,1,1,2,5,1336,623,923,551,957
"958","03-Mar-2020","14:05:36",1,1,1,2,5,1335,623,862,551,958
"959","03-Mar-2020","14:05:36",1,1,1,2,5,1325,623,798,551,959
"960","03-Mar-2020","14:05:36",1,1,1,2,5,1304,621,733,551,960
"961","03-Mar-2020","14:05:36",1,1,1,2,5,1253,612,669,551,961
"962","03-Mar-2020","14:05:36",1,1,1,2,5,1181,599,606,551,962
